KSU_SIS_COMP_SCI_ANALYSIS_03, 10415,,,,,,,,,,,,,,,,,
KSU_MASTR_TYPE,Term,EMPLID,WID,Sex,KSU Hispanic YN,Ethnic Grp,KSU AmIndian YN,KSU Asian YN,KSU Afr Amer YN,KSU Hawaiian YN,KSU White YN,KSU HS Name,KSU HS City,Citizen Country,KSU First Gen,Academic Plan,Sub-Plan,KSU Undergrad C
DAILY,2152,000741023,836709183,M,N,MULTIRAC,N,N,Y,N,Y,Lawrence Free State Hs,Lawrence,USA,,BCS,BCSCS,FR
DAILY,2152,000738383,872015711,M,N,BLACK,N,N,Y,N,N,Broken Arrow High School,Broken Arrow,USA,Y,BCS,BCSSE,SO
DAILY,2152,000738396,806387929,F,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,IND,,BCS,BCSCS,SR
DAILY,2152,000740659,862080185,M,N,WHITE,N,N,N,N,Y,Blue Valley Northwest Hs,Overland Park,USA,,BCS,BCSCS,SO
DAILY,2152,000739858,815862762,M,N,WHITE,N,N,N,N,Y,Blue Valley West High School,Overland Park,USA,,BCS,BCSCS,FR
DAILY,2152,000740196,892381383,M,N,MULTIRAC,N,N,Y,N,Y,Salina High School South,Salina,USA,Y,BCS,BCSCS,FR
DAILY,2152,000740982,878061781,F,N,WHITE,N,N,N,N,Y,Junction City Senior Hs,Junction City,USA,,BCS,BCSCS,FR
DAILY,2152,000741062,860573565,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Stilwell,USA,,BCS,BCSCS,FR
DAILY,2152,000741263,802555373,M,N,WHITE,N,N,N,N,Y,Caney Valley High School,Caney,USA,,BCS,BCSCS,JU
DAILY,2152,000741662,853938747,M,N,WHITE,N,N,N,N,Y,Rockhurst High School,Kansas City,USA,,BCS,BCSCS,FR
DAILY,2152,000741676,866700573,M,N,WHITE,N,N,N,N,Y,Colby High School,Colby,USA,Y,BCS,BCSSE,JU
DAILY,2152,000741678,835669379,M,N,WHITE,N,N,N,N,Y,Silver Lake Jr/Sr High School,Silver Lake,USA,,BCS,BCSCS,FR
DAILY,2152,000742085,863081953,M,Y,HISPANIC,N,N,N,N,N,J C Harmon High School,Kansas City,USA,Y,BCS,BCSCS,SO
DAILY,2152,000742109,866749998,M,N,WHITE,N,N,N,N,Y,Council Grove High School,Council Grove,USA,,BCS,BCSCS,FR
DAILY,2152,000742444,880737579,M,N,WHITE,N,N,N,N,Y,Spring Hill High School,Spring Hill,USA,Y,BCS,BCSCS,SO
DAILY,2152,000742614,863521347,M,N,ASIAN,N,Y,N,N,N,Lincoln College Prep Academy,Kansas City,USA,Y,BCS,BCSCS,SO
DAILY,2152,000743996,894587201,M,N,WHITE,N,N,N,N,Y,Harrison High School,West Lafayette,USA,,BCS,BCSCS,SO
DAILY,2152,000743606,895773226,M,N,WHITE,N,N,N,N,Y,Blue Valley North High School,Overland Park,USA,,BCS,BCSCS,FR
DAILY,2152,000743572,899477059,M,N,ASIAN,N,Y,N,N,N,Shawnee Mission West Hs,Shawnee Mission,USA,,BCS,BCSCS,FR
DAILY,2152,000744844,899426140,M,N,WHITE,N,N,N,N,Y,Blue Valley Southwest High Sch,Overland Park,USA,,BCS,BCSCS,FR
DAILY,2152,000745025,801154903,M,N,WHITE,N,N,N,N,Y,Nemaha Central High School,Seneca,USA,,BCS,BCSCS,FR
DAILY,2152,000745061,888185469,M,N,WHITE,N,N,N,N,Y,Sacred Heart Jr-Sr High School,Salina,USA,Y,BCS,BCSCS,FR
DAILY,2152,000746012,802701473,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,BCS,BCSCS,SO
DAILY,2152,000746136,848555447,M,N,MULTIRAC,N,Y,N,N,Y,Spring Hill High School,Spring Hill,USA,,BCS,BCSCS,FR
DAILY,2152,000746203,895696812,M,N,WHITE,N,N,N,N,Y,Home Schooled Student,,USA,,BCS,,SO
DAILY,2152,000746232,808723116,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,BCS,BCSCS,SO
DAILY,2152,000746728,841312955,M,N,WHITE,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,,BCS,BCSCS,SO
DAILY,2152,000745537,876031235,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,Y,BCS,BCSSE,FR
DAILY,2152,000745882,875407631,M,N,WHITE,N,N,N,N,Y,Ofallon Township High School,O Fallon,USA,,BCS,BCSCS,FR
DAILY,2152,000746946,822678707,M,N,WHITE,N,N,N,N,Y,Humboldt High School,Humboldt,USA,Y,BCS,BCSSE,SO
DAILY,2152,000747190,862536775,F,N,WHITE,N,N,N,N,Y,Temple Christian Schools,Fort Worth,USA,,BCS,BCSSE,FR
DAILY,2152,000747742,853064404,F,N,WHITE,N,N,N,N,Y,Blue Valley Southwest High Sch,Overland Park,USA,,BCS,BCSSE,FR
DAILY,2152,000747859,859708869,M,N,WHITE,N,N,N,N,Y,De Soto High School,De Soto,USA,,BCS,BCSCS,FR
DAILY,2152,000749035,840057791,F,N,WHITE,N,N,N,N,Y,San Marcos High School,San Marcos,USA,,BCS,BCSCS,SO
DAILY,2152,000749128,874972973,M,N,WHITE,N,N,N,N,Y,Salina High School Central,Salina,USA,Y,BCS,BCSSE,FR
DAILY,2152,000749373,830202364,M,N,WHITE,N,N,N,N,Y,Robert D Edgren Hs Dod,Apo,USA,,BCS,BCSCS,FR
DAILY,2152,000749981,830235346,M,N,HAWPACI,N,N,N,Y,N,Junction City Senior Hs,Junction City,USA,Y,BCS,BCSCS,JU
DAILY,2152,000750528,860680729,M,N,WHITE,N,N,N,N,Y,Blue Valley North High School,Overland Park,USA,,BCS,BCSCS,FR
DAILY,2152,000749527,858831702,M,N,WHITE,N,N,N,N,Y,Out-of-Country High School,,SAU,,BCS,BCSCS,JU
DAILY,2152,000750012,830746924,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,VNM,,BCS,BCSCS,SR
DAILY,2152,000750063,877447629,M,Y,HISPANIC,N,N,N,N,N,Out-of-Country High School,,PRY,,BCS,BCSCS,FR
DAILY,2152,000750438,866094944,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,FR
DAILY,2152,000750616,806571144,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,BCSCS,SO
DAILY,2152,000750848,814328686,M,N,WHITE,N,N,N,N,Y,Heritage Christian School,Topeka,USA,,BCS,BCSCS,SO
DAILY,2152,000750919,817244640,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,,BCS,BCSCS,FR
DAILY,2152,000751329,851024517,M,N,WHITE,N,N,N,N,Y,Bishop Miege High School,Shawnee Mission,USA,Y,BCS,BCSCS,FR
DAILY,2152,000751495,824681842,M,N,BLACK,N,N,Y,N,N,Lincoln College Prep Academy,Kansas City,USA,Y,BCS,BCSSE,FR
DAILY,2152,000751876,895550589,F,N,WHITE,N,N,N,N,Y,Blue Valley West High School,Overland Park,USA,,BCS,BCSCS,FR
DAILY,2152,000752290,888303571,M,N,WHITE,N,N,N,N,Y,Shawnee Mission South Hs,Shawnee Mission,USA,,BCS,BCSSE,FR
DAILY,2152,000753098,870472080,M,N,WHITE,N,N,N,N,Y,Parkway West High School,Ballwin,USA,,BCS,BCSCS,SO
DAILY,2152,000751845,899115021,M,N,MULTIRAC,N,Y,N,N,Y,Olathe North High School,Olathe,USA,,BCS,BCSCS,SO
DAILY,2152,000752404,828945685,M,N,WHITE,N,N,N,N,Y,Haven High School,Haven,USA,,BCS,BCSSE,FR
DAILY,2152,000752576,878522125,M,N,HAWPACI,N,N,N,Y,N,Lansing High School,Lansing,USA,,BCS,BCSCS,FR
DAILY,2152,000752616,889634671,M,N,WHITE,N,N,N,N,Y,Blue Valley Southwest High Sch,Overland Park,USA,,BCS,BCSCS,FR
DAILY,2152,000753267,838636814,M,N,WHITE,N,N,N,N,Y,Meade High School,Meade,USA,Y,BCS,BCSCS,SO
DAILY,2152,000753510,877926251,M,N,WHITE,N,N,N,N,Y,Valley Center High School,Valley Center,USA,,BCS,BCSCS,FR
DAILY,2152,000753841,837323471,M,N,WHITE,N,N,N,N,Y,Bentonville High School,Bentonville,USA,Y,BCS,BCSCS,FR
DAILY,2152,000754121,899043093,M,N,ASIAN,N,Y,N,N,N,Olathe Northwest High School,Olathe,USA,,BCS,BCSCS,FR
DAILY,2152,000754687,829262392,M,N,ASIAN,N,Y,N,N,N,Olathe South High School,Olathe,USA,,BCS,BCSSE,FR
DAILY,2152,000754952,803900250,M,N,WHITE,N,N,N,N,Y,Concordia High School,Concordia,USA,Y,BCS,BCSSE,SO
DAILY,2152,000754973,847277282,M,N,WHITE,N,N,N,N,Y,Anderson County High School,Garnett,USA,Y,BCS,BCSCS,JU
DAILY,2152,000755420,868905044,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,,BCS,BCSCS,FR
DAILY,2152,000755551,885592459,F,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,BCS,BCSCS,FR
DAILY,2152,000756188,855168538,F,N,WHITE,N,N,N,N,Y,Olathe South High School,Olathe,USA,,BCS,BCSCS,FR
DAILY,2152,000755899,891863444,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,,BCS,BCSCS,FR
DAILY,2152,000757926,860030760,M,N,WHITE,N,N,N,N,Y,GED-HS Equivalent,,USA,Y,BCS,BCSCS,FR
DAILY,2152,000756484,824481304,M,N,WHITE,N,N,N,N,Y,Wabaunsee Senior High School,Alma,USA,Y,BCS,BCSCS,FR
DAILY,2152,000759047,871679084,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,BCSCS,SO
DAILY,2152,000759543,897941430,M,N,BLACK,N,N,Y,N,N,Out-of-Country High School,,USA,,BCS,BCSCS,SO
DAILY,2152,000760908,891612530,M,N,WHITE,N,N,N,N,Y,Out-of-Country High School,,RUS,,BCS,BCSCS,JU
DAILY,2152,000761077,899712296,M,N,WHITE,N,N,N,N,Y,Norwich High School,Norwich,USA,,BCS,BCSCS,SO
DAILY,2152,000758754,844971933,M,Y,HISPANIC,N,N,N,N,Y,C E Ellison High School,Killeen,USA,,BCS,BCSCS,FR
DAILY,2152,000759455,813202727,M,N,WHITE,N,N,N,N,Y,Valor Christian High School,Highlands Ranch,USA,,BCS,BCSCS,FR
DAILY,2152,000760137,882482708,M,Y,HISPANIC,N,N,N,N,Y,Wabaunsee Senior High School,Alma,USA,Y,BCS,BCSCS,FR
DAILY,2152,000760949,803690078,F,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,IND,,BCS,BCSCS,FR
DAILY,2152,000760987,891469647,F,Y,HISPANIC,N,N,N,N,N,Out-of-Country High School,,PRY,,BCS,BCSCS,FR
DAILY,2152,000762749,812361269,F,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,FR
DAILY,2152,000763076,855962751,M,N,WHITE,N,N,N,N,Y,Blue Valley Southwest High Sch,Overland Park,USA,,BCS,BCSCS,SO
DAILY,2152,000763800,856463850,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,BCSCS,FR
DAILY,2152,000765962,861837922,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,MYS,,BCS,BCSCS,JU
DAILY,2152,000766233,814788727,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,FR
DAILY,2152,000766176,837897016,M,N,WHITE,N,N,N,N,Y,Solomon High School,Solomon,USA,Y,BCS,BCSCS,FR
DAILY,2152,000766523,881876500,F,N,ASIAN,N,Y,N,N,N,Garden City High School,Garden City,USA,Y,BCS,BCSCS,JU
DAILY,2152,000766998,853384789,M,N,NOTSPEC,N,N,N,N,N,Out-of-Country High School,,BRA,,NCS,,SP
DAILY,2152,000767508,820450852,M,N,NOTSPEC,N,N,N,N,N,Out-of-Country High School,,CZE,,NCS,,FR
DAILY,2152,000768179,830645284,M,N,WHITE,N,N,N,N,Y,West Springfield High School,Springfield,USA,,BCS,BCSCS,SR
DAILY,2152,000767769,827825290,M,N,WHITE,N,N,N,N,Y,East Detroit Adult Education,Eastpointe,USA,Y,BCS,BCSCS,FR
DAILY,2152,000768543,881355896,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,FR
DAILY,2152,000768584,879853555,M,N,WHITE,N,N,N,N,Y,Edmond North High School,Edmond,USA,,BCS,BCSCS,JU
DAILY,2152,000770790,838866620,M,N,NOTSPEC,N,N,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,FR
DAILY,2152,000770804,829698165,M,Y,HISPANIC,N,N,N,N,N,Centennial High School,Las Vegas,USA,Y,BCS,BCSCS,FR
DAILY,2152,000771673,845347516,M,N,WHITE,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,,BCS,BCSCS,SO
DAILY,2152,000771759,820068924,M,N,NOTSPEC,N,N,N,N,N,Out-of-Country High School,,ESP,,NCS,,SP
DAILY,2152,000772611,899290138,M,N,BLACK,N,N,Y,N,N,Out-of-Country High School,,SAU,Y,BCS,BCSCS,FR
DAILY,2152,000773471,801992975,M,N,NOTSPEC,N,N,N,N,N,Out-of-Country High School,,BRA,,NCS,,SP
DAILY,2152,000776713,828301123,M,N,WHITE,N,N,N,N,Y,Paradise High School,Paradise,USA,,BCS,BCSCS,SO
DAILY,2152,000777941,828878230,M,N,WHITE,N,N,N,N,Y,Out-of-Country High School,,USA,,BCS,BCSCS,FR
DAILY,2152,000778024,847718334,M,N,WHITE,N,N,N,N,Y,Olathe South High School,Olathe,USA,Y,BCS,BCSCS,FR
DAILY,2152,000778100,865716976,M,N,WHITE,N,N,N,N,Y,Paradise High School,Paradise,USA,Y,BCS,BCSCS,FR
DAILY,2152,000779902,888437267,M,N,MULTIRAC,Y,N,N,N,Y,Selah High School,Selah,USA,Y,BCS,BCSCS,SO
DAILY,2152,000780481,868774093,M,N,WHITE,N,N,N,N,Y,Out-of-Country High School,,SAU,,BCS,BCSCS,FR
DAILY,2152,000781636,823214282,F,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,BCSCS,FR
DAILY,2152,000783979,894305168,F,N,WHITE,N,N,N,N,Y,Junction City Senior Hs,Junction City,USA,,BCS,BCSCS,JU
DAILY,2152,000780208,827371753,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,IND,,BCS,BCSCS,FR
DAILY,2152,000780486,886668376,F,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,NCS,,NU
DAILY,2152,000781107,838510629,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,BCSCS,FR
DAILY,2154,000286767,828783932,M,Y,HISPANIC,N,N,N,N,Y,Topeka West High School,Topeka,USA,,BCS,BCSSE,SO
DAILY,2154,000416198,805941149,M,N,WHITE,N,N,N,N,Y,Flint Hills Christian School,Manhattan,USA,,BCS,BCSCS,SR
DAILY,2154,000599292,802794900,F,N,WHITE,N,N,N,N,Y,Lawrence Free State Hs,Lawrence,USA,,BCS,,SR
DAILY,2154,000610741,897956854,M,Y,HISPANIC,N,N,N,N,Y,Junction City Senior Hs,Junction City,USA,Y,BCS,BCSCS,SR
DAILY,2154,000619255,821607647,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,TWN,,BCS,BCSCS,SR
DAILY,2154,000614759,860477395,F,N,WHITE,N,N,N,N,Y,Waverly High School,Waverly,USA,Y,BCS,BCSCS,JU
DAILY,2154,000640419,893110873,M,N,WHITE,N,N,N,N,Y,Council Grove High School,Council Grove,USA,,BCS,BCSCS,SR
DAILY,2154,000641405,869128420,M,N,WHITE,N,N,N,N,Y,Shawnee Mission West Hs,Shawnee Mission,USA,,BCS,BCSCS,SR
DAILY,2154,000649860,842556868,M,N,WHITE,N,N,N,N,Y,Baldwin High School,Baldwin,USA,,BCS,BCSCS,SR
DAILY,2154,000657876,869612413,M,N,BLACK,N,N,Y,N,N,Lowndes High School,Valdosta,USA,Y,BCS,BCSSE,FR
DAILY,2154,000655989,839263147,M,N,WHITE,N,N,N,N,Y,Logan View Public School,Hooper,USA,,BCS,BCSCS,SR
DAILY,2154,000660511,833702623,M,N,WHITE,N,N,N,N,Y,Rockhurst High School,Kansas City,USA,,BCS,BCSCS,SR
DAILY,2154,000661588,888034842,M,N,WHITE,N,N,N,N,Y,GED-HS Equivalent,,USA,Y,BCS,BCSCS,SR
DAILY,2154,000667791,875359352,M,N,WHITE,N,N,N,N,Y,Trinity Academy,Wichita,USA,,BCS,BCSCS,SR
DAILY,2154,000671817,830782091,M,N,BLACK,N,N,Y,N,N,Wichita Hs Heights,Wichita,USA,,BCS,BCSSE,SR
DAILY,2154,000677937,813171845,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSCS,JU
DAILY,2154,000678313,885057486,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSSE,SR
DAILY,2154,000679681,875220674,M,N,ASIAN,N,Y,N,N,N,Shawnee Mission North High Sch,Overland Park,USA,,BCS,BCSCS,SR
DAILY,2154,000682010,810537468,M,N,WHITE,N,N,N,N,Y,Hutchinson Senior High School,Hutchinson,USA,Y,BCS,BCSSE,JU
DAILY,2154,000683459,826725907,M,N,WHITE,N,N,N,N,Y,Maize High School,Maize,USA,,BCS,BCSCS,JU
DAILY,2154,000688715,837581664,M,N,WHITE,N,N,N,N,Y,Lansing High School,Lansing,USA,,BCS,BCSSE,JU
DAILY,2154,000689829,838705387,M,N,WHITE,N,N,N,N,Y,Sabetha High School,Sabetha,USA,Y,BCS,BCSSE,SR
DAILY,2154,000690367,874007740,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,BCSCS,SR
DAILY,2154,000691132,802821642,M,N,WHITE,N,N,N,N,Y,Gardner Edgerton High School,Gardner,USA,,BCS,BCSCS,JU
DAILY,2154,000691157,856609995,M,N,WHITE,N,N,N,N,Y,Leavenworth Senior High School,Leavenworth,USA,,BCS,BCSCS,JU
DAILY,2154,000693061,832492391,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,SAU,,BCS,BCSCS,JU
DAILY,2154,000694700,886759480,M,N,WHITE,N,N,N,N,Y,Andover Central High School,Andover,USA,,BCS,BCSSE,SR
DAILY,2154,000699516,815692213,F,N,MULTIRAC,N,N,Y,N,Y,Jennings Senior High School,Jennings,USA,Y,BCS,BCSCS,JU
DAILY,2154,000699242,866459136,F,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,IND,Y,BCS,BCSCS,JU
DAILY,2154,000702319,817442889,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSCS,SO
DAILY,2154,000703807,801153150,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,IND,,BCS,BCSCS,JU
DAILY,2154,000706454,873390625,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSCS,JU
DAILY,2154,000711024,836144653,M,N,WHITE,N,N,N,N,Y,Gardner Edgerton High School,Gardner,USA,,BCS,BCSCS,SR
DAILY,2154,000710431,882361545,M,N,WHITE,N,N,N,N,Y,Buhler High School,Buhler,USA,Y,BCS,BCSCS,JU
DAILY,2154,000710581,896316185,M,N,WHITE,N,N,N,N,Y,Lansing High School,Lansing,USA,,BCS,BCSCS,SO
DAILY,2154,000713509,878923401,M,N,BLACK,N,N,Y,N,N,Magnolia High School,Magnolia,USA,,BCS,BCSCS,JU
DAILY,2154,000714370,843107235,M,N,WHITE,N,N,N,N,Y,Andover Central High School,Andover,USA,,BCS,BCSCS,JU
DAILY,2154,000716112,861814324,M,N,WHITE,N,N,N,N,Y,Wichita Northwest High School,Wichita,USA,,BCS,BCSCS,SO
DAILY,2154,000716968,858828764,F,Y,HISPANIC,Y,N,N,N,N,University High School,Waco,USA,Y,BCS,BCSCS,JU
DAILY,2154,000718065,844181073,F,N,WHITE,N,N,N,N,Y,Pembroke Hill School,Kansas City,USA,Y,BCS,BCSCS,JU
DAILY,2154,000718124,813614051,M,N,WHITE,N,N,N,N,Y,Great Bend High School,Great Bend,USA,,BCS,BCSCS,JU
DAILY,2154,000720369,884363948,M,N,WHITE,N,N,N,N,Y,Newton High School,Newton,USA,,BCS,BCSCS,SO
DAILY,2154,000722263,802751378,M,N,WHITE,N,N,N,N,Y,Olathe South High School,Olathe,USA,,BCS,BCSCS,SO
DAILY,2154,000724470,812672826,M,N,WHITE,N,N,N,N,Y,Lawrence Free State Hs,Lawrence,USA,,BCS,BCSCS,JU
DAILY,2154,000726828,807692455,M,N,WHITE,N,N,N,N,Y,Jefferson West High School,Meriden,USA,,BCS,BCSCS,JU
DAILY,2154,000727094,806091298,M,N,WHITE,N,N,N,N,Y,Wamego High School,Wamego,USA,,BCS,BCSSE,SO
DAILY,2154,000730508,846032984,M,N,WHITE,N,N,N,N,Y,Northfield Sch Of Liberal Arts,Wichita,USA,,BCS,BCSSE,SO
DAILY,2154,000734449,827659495,M,N,WHITE,N,N,N,N,Y,Calvary Baptist School,Lexington Park,USA,Y,BCS,BCSCS,SR
DAILY,2154,000734487,860440735,M,N,WHITE,N,N,N,N,Y,Blue Valley Northwest Hs,Overland Park,USA,Y,BCS,BCSSE,SO
DAILY,2154,000734806,891604206,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,JU
DAILY,2154,000737704,813549054,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSSE,SR
DAILY,2154,000738383,872015711,M,N,BLACK,N,N,Y,N,N,Broken Arrow High School,Broken Arrow,USA,Y,BCS,BCSSE,SO
DAILY,2154,000741678,835669379,M,N,WHITE,N,N,N,N,Y,Silver Lake Jr/Sr High School,Silver Lake,USA,,BCS,BCSCS,FR
DAILY,2154,000743572,899477059,M,N,ASIAN,N,Y,N,N,N,Shawnee Mission West Hs,Shawnee Mission,USA,,BCS,BCSCS,SO
DAILY,2154,000744069,871082385,M,N,WHITE,N,N,N,N,Y,Out-of-Country High School,,KWT,Y,BCS,BCSCS,SR
DAILY,2154,000749527,858831702,M,N,WHITE,N,N,N,N,Y,Out-of-Country High School,,SAU,,BCS,BCSCS,SR
DAILY,2154,000749981,830235346,M,N,HAWPACI,N,N,N,Y,N,Junction City Senior Hs,Junction City,USA,Y,BCS,BCSCS,JU
DAILY,2154,000750063,877447629,M,Y,HISPANIC,N,N,N,N,N,Out-of-Country High School,,PRY,,BCS,BCSCS,SO
DAILY,2154,000750438,866094944,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,FR
DAILY,2154,000751495,824681842,M,N,BLACK,N,N,Y,N,N,Lincoln College Prep Academy,Kansas City,USA,Y,BCS,BCSSE,FR
DAILY,2154,000754718,800467746,M,N,WHITE,N,N,N,N,Y,Brookwood High School,Ontario,USA,Y,BCS,BCSSE,SO
DAILY,2154,000757926,860030760,M,N,WHITE,N,N,N,N,Y,GED-HS Equivalent,,USA,Y,BCS,BCSCS,SO
DAILY,2154,000759455,813202727,M,N,WHITE,N,N,N,N,Y,Valor Christian High School,Highlands Ranch,USA,,BCS,BCSCS,SO
DAILY,2154,000766523,881876500,F,N,ASIAN,N,Y,N,N,N,Garden City High School,Garden City,USA,Y,BCS,BCSCS,JU
DAILY,2154,000766998,853384789,M,N,NOTSPEC,N,N,N,N,N,Out-of-Country High School,,BRA,,NCS,,SP
DAILY,2154,000768179,830645284,M,N,WHITE,N,N,N,N,Y,West Springfield High School,Springfield,USA,,BCS,BCSCS,SR
DAILY,2154,000770790,838866620,M,N,NOTSPEC,N,N,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,FR
DAILY,2154,000772611,899290138,M,N,BLACK,N,N,Y,N,N,Out-of-Country High School,,SAU,Y,BCS,BCSCS,FR
DAILY,2154,000773198,804005390,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSCS,FR
DAILY,2154,000774239,845214328,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,JU
DAILY,2154,000778100,865716976,M,N,WHITE,N,N,N,N,Y,Paradise High School,Paradise,USA,Y,BCS,BCSCS,FR
DAILY,2154,000780481,868774093,M,N,WHITE,N,N,N,N,Y,Out-of-Country High School,,SAU,,BCS,BCSCS,FR
DAILY,2154,000783979,894305168,F,N,WHITE,N,N,N,N,Y,Junction City Senior Hs,Junction City,USA,,BCS,BCSCS,JU
DAILY,2155,000123386,806987555,M,N,WHITE,N,N,N,N,Y,Shawnee Mission West Hs,Shawnee Mission,USA,Y,BCS,BCSCS,SR
DAILY,2155,000285450,898525183,M,N,WHITE,N,N,N,N,Y,Saint Thomas Aquinas High Sch,Overland Park,USA,,BCS,BCSSE,SR
DAILY,2155,000259831,887042064,M,N,WHITE,N,N,N,N,Y,Saint Marys High School,Saint Marys,USA,Y,BCS,BCSSE,SR
DAILY,2155,000276396,860892199,M,N,WHITE,N,N,N,N,Y,Marion High School,Marion,USA,,BCS,BCSCS,SR
DAILY,2155,000286767,828783932,M,Y,HISPANIC,N,N,N,N,Y,Topeka West High School,Topeka,USA,,BCS,BCSSE,SO
DAILY,2155,000288115,870825484,M,N,NOTSPEC,N,N,N,N,N,Manhattan High School,Manhattan,USA,,BCS,BCSCS,JU
DAILY,2155,000340719,828286674,M,N,WHITE,N,N,N,N,Y,Clifton-Clyde High School,Clyde,USA,Y,BCS,BCSCS,SR
DAILY,2155,000354687,865496227,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSCS,SR
DAILY,2155,000388589,803730740,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,Y,BCS,BCSCS,JU
DAILY,2155,000392663,897619257,M,N,MULTIRAC,N,Y,N,N,Y,Manhattan High School,Manhattan,USA,Y,BCS,BCSCS,SO
DAILY,2155,000395757,844642141,M,N,ASIAN,N,Y,N,N,N,Junction City Senior Hs,Junction City,USA,Y,BCS,BCSCS,SR
DAILY,2155,000456963,827750865,M,N,MULTIRAC,N,Y,N,N,Y,Mira Costa High School,Manhattan Beach,USA,,NCS,,NU
DAILY,2155,000416198,805941149,M,N,WHITE,N,N,N,N,Y,Flint Hills Christian School,Manhattan,USA,,BCS,BCSCS,SR
DAILY,2155,000429298,859577112,M,N,MULTIRAC,N,Y,N,N,Y,Leavenworth Senior High School,Leavenworth,USA,,BCS,BCSSE,SR
DAILY,2155,000440854,805982862,M,N,MULTIRAC,Y,N,N,N,Y,Topeka High School,Topeka,USA,Y,BCS,BCSCS,SR
DAILY,2155,000588462,887196629,M,N,WHITE,N,N,N,N,Y,Derby High School,Derby,USA,Y,BCS,BCSSE,SR
DAILY,2155,000599292,802794900,F,N,WHITE,N,N,N,N,Y,Lawrence Free State Hs,Lawrence,USA,,BCS,BCSSE,SR
DAILY,2155,000599552,816011407,M,N,WHITE,N,N,N,N,Y,Shawnee Mission South Hs,Shawnee Mission,USA,,BCS,BCSCS,SR
DAILY,2155,000614759,860477395,F,N,WHITE,N,N,N,N,Y,Waverly High School,Waverly,USA,Y,BCS,BCSCS,JU
DAILY,2155,000618164,827106757,M,N,WHITE,N,N,N,N,Y,Great Bend High School,Great Bend,USA,,BCS,BCSCS,SR
DAILY,2155,000622153,802093762,M,N,WHITE,N,N,N,N,Y,Emporia Senior High School,Emporia,USA,,BCS,BCSSE,SR
DAILY,2155,000614687,827169347,M,N,WHITE,N,N,N,N,Y,Fredonia High School,Fredonia,USA,,BCS,BCSCS,JU
